id,query,answer_ids,answer_ids_list,answer_count
3571,"Looking for a durable backpack for my 10-year-old son who loves soccer. It should have plenty of room and separate sections for school supplies and other essentials. Ideally, it would match the CA Club America Authentic Official Licensed Soccer Ball Size 5 and the Rhinox International Soccer Men's Duffle Bag, as we've loved using these two products together before.",[325147],['325147'],1
7252,Looking for a 29.5 inch Double Kick skateboard that would be great for my grandson's birthday. Any suggestions to enhance his skateboarding experience?,"[740130, 914723, 219774, 205135]","['740130', '914723', '219774', '205135']",4
4564,"What's a sturdy, military-inspired t-shirt from Fox Outdoor that would appeal to my husband with his love for unique designs?","[441216, 441185, 915526, 441193, 441195, 761164, 441199, 441170, 747666]","['441216', '441185', '915526', '441193', '441195', '761164', '441199', '441170', '747666']",9
8944,What is a stylish and high-quality '47 brand beanie suitable for a soccer fan?,[941401],['941401'],1
3439,"What are some saddles for cyclocross and mountain biking that are comparable to the Prologo - Scratch Pro Plus 143 Ti1.4 Wht? I'm not overly concerned with comfort, but I am interested in a bold design. Can you recommend any?",[310529],['310529'],1
1892,Looking for a 10-inch elbow guard from Easton. Can you help with that?,[139653],['139653'],1
5308,"Are there any NFL car magnets I can stick on my home fridge that would go well with the NFL Dallas Cowboys Team Lanyard, Blue, I have already?",[519011],['519011'],1
1505,"Looking for a tight, secure, non-slip armband for an MP3 player with a transparent window to allow easy setting adjustments while protecting the device.","[648000, 435808, 97890, 536252, 627460, 398083, 517766, 137897, 700011, 45100, 711693, 146927, 536246, 536249, 535228, 97885, 519071]","['648000', '435808', '97890', '536252', '627460', '398083', '517766', '137897', '700011', '45100', '711693', '146927', '536246', '536249', '535228', '97885', '519071']",17
670,What are some comparable fishing lures to the 6 1/2-inch Chart Bright Green Boone Mahi Jet Rigged Bait?,"[9683, 102339]","['9683', '102339']",2
7998,"Where can I find a Wisconsin Badgers NCAA pullover hooded jacket that's not only unique but also made of breathable, dri-fit-like material? It should also have a hood with string toggles for adjustment.","[641654, 78310, 829198]","['641654', '78310', '829198']",3
8356,"Looking for a comfortable and well-made Dolpind hoodie that features Bigbang G-Dragon. I'm aware that Asian sizes can run small, and I'm okay with that.",[870279],['870279'],1
2666,Can you help me locate a VF LSG Minnesota Vikings tee that has been listed on Amazon since summer 2010?,"[225386, 333020, 332932, 327708]","['225386', '333020', '332932', '327708']",4
2890,"Could you recommend a genuine spoke wrench from the Ventura brand, please?",[251150],['251150'],1
2621,I'm looking for men's knee-high boots with a neoprene design. Can you help me find ones that have a sturdy rubber toe and heel for added durability?,"[286992, 221259, 221252, 192451]","['286992', '221259', '221252', '192451']",4
5255,"Looking for recommendations for a snug, perfectly fitting hooded sweatshirt with a vintage feel, specifically ones with aged arch details. Any suggestions?","[513283, 249748, 163220, 316444, 513446, 513964, 300337, 344499, 344515, 275786, 266699, 241610, 342998, 279131, 660829, 267106, 513253, 269418, 742391]","['513283', '249748', '163220', '316444', '513446', '513964', '300337', '344499', '344515', '275786', '266699', '241610', '342998', '279131', '660829', '267106', '513253', '269418', '742391']",19
7628,"Can you recommend a high-quality, well-reviewed youth Arsenal FC alternate replica jersey with genuine Puma tags? Size isn't a concern, just as long as it's a top-rated product.","[760800, 784301]","['760800', '784301']",2
2370,What's a recommended compact and easily portable golf cart enclosure that can be used with a Formosa Covers Golf Cart Mosquito Netting Driving Enclosure 2 Seater and fits into a small bag?,"[33697, 387178, 193483, 420618, 310765, 197069, 426930]","['33697', '387178', '193483', '420618', '310765', '197069', '426930']",7
6495,"What running wrap would complement my NIKE Neck Warmer, Therma-Fit Wrap, One Size, Black/Silver?",[650296],['650296'],1
7277,"What are some lightweight women's ski pants that are good for backcountry trips? I'm looking for ones with adjustable snow gaiters, side vent zips, and allow for easy movement while hiking or skiing downhill.","[743488, 750147, 533477, 533479, 806192, 360785]","['743488', '750147', '533477', '533479', '806192', '360785']",6
8138,Where can I find a Legacy adjustable embroidered cap that's certified as collegiate merchandise?,[843816],['843816'],1
531,Can you recommend a standout inflatable love seat that often gets complimented?,"[210439, 671016, 7694, 611986, 938483, 946041, 134043, 946652]","['210439', '671016', '7694', '611986', '938483', '946041', '134043', '946652']",8
7548,Could you recommend an adjustable '47 brand cap that would fit my head size perfectly?,[775354],['775354'],1
8108,Looking for a lightweight Brand 59 balaclava that gives good value for money. Don't need much warmth as it's for use in moderate climates.,[839928],['839928'],1
8140,Looking for a kayak paddle that performs as well as those in the $100 range and complements my Stohlquist Women's Flo Life Jacket/Personal Floatation Device. Can you suggest any?,[843911],['843911'],1
731,Where can I find a Body by Jake abdominal workout machine on Amazon?,[15671],['15671'],1
5361,Is there any brand new men's beanie available for purchase?,"[681056, 544256, 669573, 544133, 719240, 845705, 457706, 581405, 913777, 525589, 716954, 544987, 648380, 544509]","['681056', '544256', '669573', '544133', '719240', '845705', '457706', '581405', '913777', '525589', '716954', '544987', '648380', '544509']",14
7717,"Looking for suggestions on high-quality MilSpec Monkey patches with a size around 2.5 inches by 1 inch, featuring a hook velcro stitched on the back. Preferably, it should be well-designed in terms of size and appearance.","[454905, 796194, 422891, 284567]","['454905', '796194', '422891', '284567']",4
2565,"Is there a sturdy, unbreakable, and aesthetically pleasing flag stand from Premier Kites? Ideally, it should also be foldable and deluxe.",[214442],['214442'],1
6341,"Can you recommend a youth baseball hat suitable for a gift, featuring a raised embroidered logo on the front and a curved name logo on the back sweatband?","[634465, 633591, 383435, 358029, 675150, 383408, 675153, 633362, 675152, 208084, 633365, 634482, 675159, 675160, 41404]","['634465', '633591', '383435', '358029', '675150', '383408', '675153', '633362', '675152', '208084', '633365', '634482', '675159', '675160', '41404']",15
7414,Can you suggest an outboard motor that features a CDI ignition system and includes a free liter of engine oil?,"[930370, 757779]","['930370', '757779']",2
5517,"Could you assist me in finding 1-inch diameter climbing webbing? In the past, I've found that prussik cords and glacier travel ropes meet my needs. I'm looking for something comparable to these.","[542787, 186339]","['542787', '186339']",2
5748,"Can you suggest a compact wallet with an NFL team logo that's capable of holding cash, cards, and ID securely? I'm not worried about the size.","[90112, 445508, 445509, 566088, 574441, 566090, 107851, 582252, 345625, 566096, 848017, 566097, 566099, 566100, 566102, 566105]","['90112', '445508', '445509', '566088', '574441', '566090', '107851', '582252', '345625', '566096', '848017', '566097', '566099', '566100', '566102', '566105']",16
7247,What are some recommended golf tees for achieving consistent drives? I frequently use my IGOTCHA Golf Ball Retriever and would like to find tees that complement it well.,"[1770, 738779, 320806]","['1770', '738779', '320806']",3
8550,Is there a new ladies Christian t-shirt available on Amazon that hasn't received any customer reviews yet?,[891032],['891032'],1
1255,What's a cost-effective seat rail clamp that's compatible with a Steel Lay-back Bike Seat Post w/Support in various sizes and is known for its good performance on bicycles?,"[69883, 91871]","['69883', '91871']",2
2104,Is there a weather shield available from Pelican that's compatible with their wooden baby sleighs? I need one that can withstand light snow and wind.,[162931],['162931'],1
9091,Can you suggest any boys' short sleeve t-shirts with a heat seal label for added comfort?,"[955236, 766125, 244685, 936951, 956539, 956541, 106687]","['955236', '766125', '244685', '936951', '956539', '956541', '106687']",7
7991,What are some recommended putters from Callaway?,[828554],['828554'],1
4793,"I absolutely adore my merino wool base layer shirt and I'm searching for another one. Preferably, it should be covered by the First Lite Warranty. I just wish I had made the purchase earlier!","[668256, 601794, 463269, 601767, 387627, 601772, 601840, 493489, 601785, 668252, 668255]","['668256', '601794', '463269', '601767', '387627', '601772', '601840', '493489', '601785', '668252', '668255']",11
8634,"What's a good 16-inch long and 1.5-inch wide SUP grip for stand-up paddleboards, compatible with both take-apart and one-piece paddles?","[900728, 900729]","['900728', '900729']",2
8626,Looking for a reliable and high-quality Shoreline Marine kayak rod holder that will fit my existing setup.,"[899808, 899810, 899831]","['899808', '899810', '899831']",3
6436,"Is there a Johnny Manziel Texas A&M Aggies bobblehead doll available that rivals the popularity of Tim Tebow? Ideally, it should be a unique item from Carroll's Sports Cove and about 8 inches tall. Can you provide information on something like this?",[643900],['643900'],1
4556,"Is there a Traser watch model that's durable, less bulky, and comes with a scratch-resistant sapphire crystal face and a minimum 3-year warranty?","[440408, 228828, 138336]","['440408', '228828', '138336']",3
8574,Where can I find a new and unused high-quality shooting stick that ensures an excellent user experience?,"[938892, 893749]","['938892', '893749']",2
8417,"Looking for a collection of Adventure Time plush keychains, preferably about 12CM and in multiple colors.",[876490],['876490'],1
7983,What are some recommended Briton tennis ball sets that come with a value-add mesh carry bag?,"[827608, 795019, 827605]","['827608', '795019', '827605']",3
1096,"Can you recommend a secure, beautifully packaged, ready-to-hang framed collage that measures approximately 12x18x4?","[804741, 53198]","['804741', '53198']",2
6310,What are some aluminum water bottles by Liberty Bottleworks that you would recommend?,[630208],['630208'],1
5875,Can you recommend a Salomon brand water reservoir?,[580139],['580139'],1
1788,Which Phil Manzanera / 801 album features performances from artists like Andy MacKay from Roxy Music and Kevin Godley and Lol Crémé from 10cc?,[127114],['127114'],1
7260,"Are there any car decal stickers available that are suitable for Mitsubishi LANCER, V3, V6, or Lioncel models?","[741250, 741252, 741253, 741255]","['741250', '741252', '741253', '741255']",4
8420,Can you recommend a Professional Disc Golf Association approved fairway driver for disc golf that's suitable for professional play?,"[877154, 686468, 859045, 236841, 463753, 920431, 836336, 846607, 388760, 240378]","['877154', '686468', '859045', '236841', '463753', '920431', '836336', '846607', '388760', '240378']",10
192,"Where can I find Philadelphia Eagles themed tarps for my room? Preferably, each package should include two panels measuring approximately 41 inches by 63 inches.","[2746, 58709, 927637]","['2746', '58709', '927637']",3
820,Where can I find a US Coast Guard-approved neoprene vest for kids? My 6-year-old son needs one with an eight-panel design on the front and seven on the back for unrestricted movement. We are not concerned about the weight of the vest.,"[858978, 25223, 519220, 482519, 288664]","['858978', '25223', '519220', '482519', '288664']",5
5786,Looking for a JIUSKO men's luxury watch that combines elegance with functionality. It should be aesthetically pleasing without being too extravagant.,"[570833, 570834]","['570833', '570834']",2
4166,"Can you find me a top-rated bike trailer that's easy to assemble, has a sturdy parking brake, and ideally comes with a water-resistant all-weather cover?","[40897, 247073, 733573, 830343, 396109, 86830, 621263, 442702, 349843, 240052, 490036, 530813, 401759]","['40897', '247073', '733573', '830343', '396109', '86830', '621263', '442702', '349843', '240052', '490036', '530813', '401759']",13
7174,"Can you recommend a lightweight, comfortable women's hoodie with a vintage sporty design and a flattering fit?","[594112, 687908, 521606, 742503, 639175, 713001, 532616, 763918, 780367, 508529, 856882, 729714, 793748, 872509, 729717, 418553, 924221]","['594112', '687908', '521606', '742503', '639175', '713001', '532616', '763918', '780367', '508529', '856882', '729714', '793748', '872509', '729717', '418553', '924221']",17
4906,Looking for a lightweight and durable iPhone 4s case in black or white. It should allow easy access to buttons and be simple to install. Any recommendations?,"[301408, 485580, 204364, 475600, 539856, 468242, 483071]","['301408', '485580', '204364', '475600', '539856', '468242', '483071']",7
5531,"National Posture Institute posture grid with a user manual and instructional video, preferably made of flexible vinyl, even if it's thinner than the AlignaBod grid.","[545053, 185942]","['545053', '185942']",2
2607,Looking for a sword display mount with hardware included for easy installation. It's preferred if it has approximately a 2-inch gap between the posts. Can you recommend anything?,"[472129, 108101, 220233, 438953, 221963, 349357, 233264, 221945, 220213, 119767, 332600, 220217, 221947, 299581, 863166]","['472129', '108101', '220233', '438953', '221963', '349357', '233264', '221945', '220213', '119767', '332600', '220217', '221947', '299581', '863166']",15
238,"Can you find a bright yellow, aerodynamically designed water safety device with a built-in handle on Amazon?","[3524, 625508, 699433, 621049, 578398, 477844, 133721, 540446]","['3524', '625508', '699433', '621049', '578398', '477844', '133721', '540446']",8
4015,"What's a good riser block for the Yaheetech Premium Steel Bike Bicycle Indoor Exercise Bike Trainer Stand? Also, if I intend to buy a CycleOps Trainer Tire, is there a specific riser block that people typically buy together?","[792968, 13817, 377389]","['792968', '13817', '377389']",3
2977,What are some fast shipping options for a portable ballet barre that pairs well with the SuperiorStretch SUPERIORBAND used for dance and gymnastics training?,"[404680, 259465, 404675, 390095]","['404680', '259465', '404675', '390095']",4
4687,Could you recommend a sports team messenger bag made entirely of cotton? Brand isn't a key consideration for me.,"[735226, 734858, 453544, 453545, 482986, 453546, 638202, 413018, 380814, 453550, 438736, 433647, 345649, 453555, 453551, 384398, 453562, 187227]","['735226', '734858', '453544', '453545', '482986', '453546', '638202', '413018', '380814', '453550', '438736', '433647', '345649', '453555', '453551', '384398', '453562', '187227']",18
5799,"Looking for an easy-to-install marine faucet. I currently have the Ambassador Marine Elite Angled Spout Folding Tap, Chrome, which I've heard is a pretty good option. I'm also thinking about getting a small pull-out faucet, something along the lines of the Ambassador Marine Stasis Collection Mini Pull-Out Galley Faucet, Chrome. Any suggestions?","[571817, 571822]","['571817', '571822']",2
945,Could you recommend a detailed scuba diving handbook that includes comprehensive tables for mixture preparation?,"[686112, 117121, 299526, 492422, 377161, 299561, 299563, 27596, 150281, 37104, 291732, 83701, 100852, 929751, 706712, 108636, 4702]","['686112', '117121', '299526', '492422', '377161', '299561', '299563', '27596', '150281', '37104', '291732', '83701', '100852', '929751', '706712', '108636', '4702']",17
5271,What are some fleece tops with chest pockets suitable for storing small gadgets?,"[683366, 633258, 241805, 810766, 345105, 592661, 868182, 385942, 592664, 789401, 516186, 592662, 592665, 203199]","['683366', '633258', '241805', '810766', '345105', '592661', '868182', '385942', '592664', '789401', '516186', '592662', '592665', '203199']",14
6855,Looking for a kid's visor that fits varying head sizes and resembles the design of the Nike Golf Tech Visor (White/Black) and Otto Caps Youth Cotton Sun Visor - Royal OSFM. Any recommendations?,"[691264, 533188, 559460, 707750, 533191, 175182, 175214, 175218, 691262, 691257, 691258, 691259, 691260, 175229, 707742]","['691264', '533188', '559460', '707750', '533191', '175182', '175214', '175218', '691262', '691257', '691258', '691259', '691260', '175229', '707742']",15
6814,Looking for a trendy MLB track jacket made entirely of polyester with contrasting shoulder patches. Any suggestions?,"[393728, 71040, 202029, 687028, 687029, 687030, 687031, 687033, 687037, 687038, 687039, 687040, 687043, 687046, 873305, 312541, 66279, 312553, 312554, 312569]","['393728', '71040', '202029', '687028', '687029', '687030', '687031', '687033', '687037', '687038', '687039', '687040', '687043', '687046', '873305', '312541', '66279', '312553', '312554', '312569']",20
3552,Are there any cycling shorts that have a D-lock loop for convenience and also feature stylish front pockets similar to everyday jeans?,"[558437, 323278, 478487]","['558437', '323278', '478487']",3
9071,Is there a lightweight OMOTON running belt waist pack that would be comfortable for daily jogs?,"[949673, 954946, 950293, 949725]","['949673', '954946', '950293', '949725']",4
3360,"Can you help me find high-quality, comfortable wetsuit gloves similar to ones from Neo-Sport? I would prefer if they come with a warranty of a few months at least.",[301289],['301289'],1
4561,"I need to change the pads in my Giro Advantage 2 Helmet - 120603, can anyone recommend some that are comfortable? Additionally, has anyone tried using it with the Giro Rocloc 4.0 Rocloc 4.0 - Matt Black?","[440912, 37055]","['440912', '37055']",2
2410,Where can I find Panasonic lithium batteries?,[198067],['198067'],1
4507,Can you recommend POC brand skiing goggles that have an anti-scratch and anti-fog coating and provide a wide field of vision?,"[295394, 805154, 182052, 558757, 239878, 558759, 725510, 932073, 558775, 558765, 239889, 765554, 558771, 765558, 239895, 558781, 948030, 434975]","['295394', '805154', '182052', '558757', '239878', '558759', '725510', '932073', '558775', '558765', '239889', '765554', '558771', '765558', '239895', '558781', '948030', '434975']",18
7191,"Where can I find a premium basketball display case with a clear acrylic top suitable for showcasing personal basketball memorabilia, and without any included memorabilia?","[504930, 82276, 731845, 199270, 932356, 848971, 443761, 485330, 676339, 676340, 643282, 572663, 795610, 813276]","['504930', '82276', '731845', '199270', '932356', '848971', '443761', '485330', '676339', '676340', '643282', '572663', '795610', '813276']",14
5665,"Can you recommend a glass cutting board with non-slip feet to prevent it from moving during use? Also, is there any bulk purchase discount if I decide to buy more than one?",[558789],['558789'],1
1736,"Looking for a lightweight metal pedal cage for a mountain bike, approximately 50 grams. Prioritizing functionality over appearance due to past experiences of pedal cages losing their finish.",[122223],['122223'],1
6836,"Looking for an officially licensed NFL San Francisco 49ers flag and banner by Wincraft and the team, similar to the atmosphere-enhancing vibe my friend's WinCraft NFL San Francisco 49ers 01824115 Deluxe Flag, 3' x 5' created during the game. Can you suggest any?","[689235, 333795]","['689235', '333795']",2
4640,I'm looking for a waterproof diving flashlight with a coated glass lens and a brightness around 1200 lumens. Can you suggest one with a powerful primary beam and a softer secondary one? My last flashlight was not water-resistant and I had issues with it.,"[448223, 731735, 732252, 359774, 524671]","['448223', '731735', '732252', '359774', '524671']",5
7649,"Looking for a comfortable, loose-fitting DXDiver long sleeve shirt with a lobster logo and a round neckline. Is there a version made entirely from polyester?",[786609],['786609'],1
5994,Can you recommend a freeride longboard deck with good pop that handles driveway slashes and obstacles smoothly?,"[593878, 286439]","['593878', '286439']",2
596,"Where can I buy a high-quality Wilson football that's suitable for a collector's item and autographs, and approximately a foot in length?","[8554, 716718, 8562, 8566, 23614]","['8554', '716718', '8562', '8566', '23614']",5
8263,Can you suggest a stretchable sports headband from the NCAA brand?,[860350],['860350'],1
8034,Are there any USA-made salt grinders available on Amazon that cater to my Clemson fandom?,[831895],['831895'],1
1647,"Are there any lightweight crossbows, similar to the Tenpoint Lady Shadow Crossbow Package with 3X Pro-View 2 Scope, 3-Arrow Instant Detach Quiver, 20"" Magnum XX75 Aluminum Arrows, Ambidextrous Side-Mount Quiver Bracket, that are specifically designed for smaller framed hunters and weigh around 5.9 lbs?","[704523, 112787]","['704523', '112787']",2
5684,Looking for a 7-inch tall windsurfing trophy on a solid stone base. Can you assist me?,[560442],['560442'],1
2700,"What disc golf disc would complement my collection, which currently includes the Westside Discs Tournament Northman Distance Driver Golf Disc and the Westside Discs VIP Boatman Distance Driver Golf Disc?",[229276],['229276'],1
6085,Looking for a durable nylon shoe bag with a Manchester United club crest and logo prominently featured on it.,[604063],['604063'],1
1700,"Is there any performance eyewear available with a durable polycarbonate frame, polarized lenses, and that comes with a sturdy EVA case and microfiber bag for safe storage and maintenance?","[764802, 466310, 575370, 254731, 663956, 699415, 512671, 769696, 624040, 949557, 508740, 573642, 858324, 117976, 643418, 466277, 466280, 755566, 145915]","['764802', '466310', '575370', '254731', '663956', '699415', '512671', '769696', '624040', '949557', '508740', '573642', '858324', '117976', '643418', '466277', '466280', '755566', '145915']",19
5927,"Can you help me find freeze dried refried beans that are suitable for long-term storage, preferably for around 15 years? I need something that will last for emergency situations or unexpected events.",[585875],['585875'],1
2942,Does SUNATORIA offer a chain guide suitable for mountain bikes?,[256244],['256244'],1
5170,What are some high-quality bowtie and suspender sets you can recommend?,"[471584, 793752, 502509, 583655]","['471584', '793752', '502509', '583655']",4
86,"Looking for a reusable parchment paper that's easily customizable to various baking tray sizes. My current one has a sticking food issue, so any recommendations for a non-stick alternative to regular baking parchment would be appreciated.",[1397],['1397'],1
2677,Looking for recommendations for an aluminum rigging ring that has an inside diameter close to 1.1-inches and an outside diameter around 1.7-inches. I'd prefer not to go smaller in size.,"[226208, 692674, 316452, 806696, 628112, 47067]","['226208', '692674', '316452', '806696', '628112', '47067']",6
2594,Can I find an affordable Srixon golf glove that provides a snug and consistent fit?,"[218560, 218561, 556082, 503421]","['218560', '218561', '556082', '503421']",4
136,Are there any lesser-known brands that make one inch scope rings suitable for CZ rifles?,"[66924, 76272, 67383, 64606, 1983]","['66924', '76272', '67383', '64606', '1983']",5
5749,Looking for durable headbands that can withstand wind and sun. Preferably handcrafted in Nepal. Can you recommend any?,[566174],['566174'],1
5045,"Is there a World's Best travel neck pillow that's eco-friendly, with a focus on sustainable fill and packaging?","[489770, 498908, 498909, 110245]","['489770', '498908', '498909', '110245']",4
4409,Can I find a 2015 Jeep Grand Cherokee roof rack with vehicle-specific foot pads for level crossbars?,[424567],['424567'],1
1200,"Looking for a dependable, high-performance automatic control switch for my bilge pump that operates on air pressure and triggers when the bilge water level rises. Any recommendations?",[64418],['64418'],1
7900,Looking for a chum bat that pairs well with the FLAGHOUSE The Jumbo Baseball Bat. Any recommendations for a chum bat from Gulfside Chum Bat brand?,[816352],['816352'],1
5965,"Does TuckerandByrd manufacture a genuine leather ankle holster made in the USA, specifically designed for the Beretta Nano with thumbreak retention?",[590810],['590810'],1
3927,"I need a QuickSilver manufactured fuel fitting connector and hose clamp for my Mercury and Mariner outboard or MerCruiser stern drive. These parts must adhere to the original equipment manufacturer standards set by Mercury Marine and be designed to boost engine performance. QuickSilver is known for their high-quality engine replacement parts, oils, and accessories across all Original Equipment brands in the marine and power sports industries, so their product is preferable.","[94017, 94049, 212614, 93966, 52499, 94040, 363738]","['94017', '94049', '212614', '93966', '52499', '94040', '363738']",7
8161,Looking for a golf club made of 17-4 Stainless Steel for optimal performance on the fairway and great distance. Don't need a head cover. Any recommendations?,"[546240, 719287, 546242, 537539, 847108, 415110, 841130, 253387, 24111, 414384, 118675, 220308, 380278, 414390, 537784, 537786, 614847]","['546240', '719287', '546242', '537539', '847108', '415110', '841130', '253387', '24111', '414384', '118675', '220308', '380278', '414390', '537784', '537786', '614847']",17
6227,Looking for Hunter brand USC Trojans ceramic mugs that are perfect for gifting. Any suggestions for mugs that require hand washing and possibly have the team logo on them?,[619678],['619678'],1
4651,What is a good Outlander internal frame camping backpack with multiple internal and external pockets for convenient access to accessories? I'm not particular about the color.,"[329266, 449773]","['329266', '449773']",2
5397,What is a harder lacrosse mesh that is typically purchased with the 6ft Gladiator Official Lacrosse Goal Net with an orange steel frame?,"[539268, 530408, 666665, 243080, 250990, 882768, 467350, 912125]","['539268', '530408', '666665', '243080', '250990', '882768', '467350', '912125']",8
5363,Can you help me find a competition-standard rashguard?,"[633216, 525863, 405897, 275438, 643631, 416274, 435092, 511957, 674135, 529592, 768633, 417978, 613534]","['633216', '525863', '405897', '275438', '643631', '416274', '435092', '511957', '674135', '529592', '768633', '417978', '613534']",13
2330,Can you recommend a high-quality rifle rest made from premium American Bison Leather? I'm looking for a durable shooting accessory.,"[777665, 189478, 189514, 567788, 29775, 777648, 777650, 189529, 296221, 189501]","['777665', '189478', '189514', '567788', '29775', '777648', '777650', '189529', '296221', '189501']",10
3515,Can you suggest a reliable hard case for an iPhone 4 that's perfect for my son? It's crucial that the case matches the product description exactly.,"[274145, 319746, 309921, 274084, 520356, 634888, 512266, 512267, 316655, 316657, 274100, 316661, 274134, 274103, 281912, 274105, 244827, 520376]","['274145', '319746', '309921', '274084', '520356', '634888', '512266', '512267', '316655', '316657', '274100', '316661', '274134', '274103', '281912', '274105', '244827', '520376']",18
195,"Can you recommend a modern, high-seated, low flush toilet with a deep bowl? Also, is it possible to manually add water to this type of toilet?",[2779],['2779'],1
5225,"Can you recommend saddle bags with mesh and pen pockets, internal organizers, and a compartment for item organization?","[644417, 132196, 193957, 598854, 527895, 403495, 462888, 833735, 926028, 200700, 344818, 132307, 497428, 369239, 274172, 508861, 464670]","['644417', '132196', '193957', '598854', '527895', '403495', '462888', '833735', '926028', '200700', '344818', '132307', '497428', '369239', '274172', '508861', '464670']",17
6476,Looking for a standard fit premium t-shirt on Amazon.,"[715267, 548452, 688326, 782140, 492840, 940265, 782221, 648721, 499665, 403964, 609340, 493694]","['715267', '548452', '688326', '782140', '492840', '940265', '782221', '648721', '499665', '403964', '609340', '493694']",12
8280,Looking for BohoHill unisex harem pants that are good for both yoga and martial arts. Any recommendations?,[861907],['861907'],1
644,What are some plastic arrow fletchings options that can increase arrow speed and have a half-inch profile?,"[1377, 9347, 330885, 580966, 92743, 662949, 873546, 95821, 9517, 9456, 95825, 9521, 92727, 92792, 9406]","['1377', '9347', '330885', '580966', '92743', '662949', '873546', '95821', '9517', '9456', '95825', '9521', '92727', '92792', '9406']",15
8528,Looking for a compact plyo box cushion that can support up to 500 lb. Any suggestions for a non-bulky option?,"[846105, 889666, 435364, 822685]","['846105', '889666', '435364', '822685']",4
120,"What are some golf tees that are commonly purchased with the ProActive Line M Up Ball Alignment System and Callaway Eterni-Tees - 5 Count (Large, 3 1/4-Inch)?","[412368, 1770, 68440]","['412368', '1770', '68440']",3
3074,"Can you recommend a high-quality CAS Iberia sword belt that is a top-tier reproduction, and isn't made with pop-rivets or keychain rings? I'm looking for something more sophisticated.",[269636],['269636'],1
2135,"Can you suggest a CHAMPRO basketball rack that's easy to assemble? I already own the BSN Compact Ball Locker and the Baden Steel rack, so I'm not interested in similar items.","[166137, 202061, 693009]","['166137', '202061', '693009']",3
7781,"What are some wrist guards from 187 Killer that would pair well with my existing Rollerblade Bladegear XT Wristguard Protective Gear, ideally not too bulky and with good compatibility?",[802926],['802926'],1
134,Can you recommend a scope mount with a sleek aluminum finish that would match well with my existing Weaver See-Thru 1-Inch Extension Detachable Rings?,"[35335, 35349, 64502, 1946, 622139]","['35335', '35349', '64502', '1946', '622139']",5
6347,Can you suggest any Epic MMA Gear gymnastics hand grips that come with a 100% satisfaction guarantee?,[634151],['634151'],1
2559,"Can you suggest a comfortable, thin ribbed slouch beanie that's made overseas?","[549376, 710291, 843028, 214172, 589725, 549412, 757796, 810790, 506533, 614952, 775218, 242740, 597049, 597051, 872008, 614347, 764879, 675947, 371702, 564982]","['549376', '710291', '843028', '214172', '589725', '549412', '757796', '810790', '506533', '614952', '775218', '242740', '597049', '597051', '872008', '614347', '764879', '675947', '371702', '564982']",20
62,Where can I find the TT-24 Spotted Trout fishing bait made by MirrOLure?,"[31150, 1142]","['31150', '1142']",2
1358,"Looking for a bicycle ceramic bearing grease similar to Finish Line Extreme Fluoro 100% DuPont Teflon Grease, 20g Syringe. Any recommendations?","[881776, 81333]","['881776', '81333']",2
5763,"Where can I find a cute, cotton coin purse for a female Yankees fan, preferably with a fun feature like Hello Kitty?",[567455],['567455'],1
5581,Where can I find a three-pack of Wisconsin Badgers NCAA poker chips with ball markers?,"[675886, 533755, 550734, 533735]","['675886', '533755', '550734', '533735']",4
5537,Looking for cute and fashionable cotton sunglass straps with gold accents that are easy to clean. Any recommendations?,"[545649, 545643, 791465]","['545649', '545643', '791465']",3
3641,"Searching for a pair of soft, cozy touchscreen mitt gloves with tec-touch fabric for easy device operation. They should be lightweight and functional, without any unnecessary features like LED lights.","[616913, 616924, 331677]","['616913', '616924', '331677']",3
8012,"Where can I find a long-sleeve cotton t-shirt with a logo, preferably from Nike, regardless of its official endorsement?","[109664, 222560, 86276, 860420, 860966, 172973, 829968, 220114, 516245, 221846, 101210, 274234, 89598]","['109664', '222560', '86276', '860420', '860966', '172973', '829968', '220114', '516245', '221846', '101210', '274234', '89598']",13
6670,Looking for a training sword made of Chinese Damascus Steel that includes a cotton storage bag. Any suggestions?,[670514],['670514'],1
3258,What are some popular MMA gel hand wraps often purchased with the Ringside Gel Shock Muay Thai MMA Kickboxing Training Boxing Hand Wraps (Pair) - 120? I'm looking for something easy to use and with good cushioning.,"[290226, 116770]","['290226', '116770']",2
1873,Where can I find a 1-1/2 x 4-1/8 door hinge?,"[696545, 871619, 137605, 873705, 726474, 869296, 482000, 531985, 446067, 872917, 535957, 872920, 942297, 564186, 868701]","['696545', '871619', '137605', '873705', '726474', '869296', '482000', '531985', '446067', '872917', '535957', '872920', '942297', '564186', '868701']",15
2596,"Could you recommend a comfortable climbing treestand with a cushioned seat? I'm particularly interested in one that has a camouflage design, similar to RealTree AP Camo.","[218850, 657418, 127375, 223769, 218842, 218875]","['218850', '657418', '127375', '223769', '218842', '218875']",6
1717,"Can you help me find a chic sleeveless shirt for women that features moisture-wicking technology, similar to Play Dry?","[119793, 348090, 726106, 382206]","['119793', '348090', '726106', '382206']",4
2912,"Looking for an oval belt buckle with a vintage appeal, made from high quality materials for guaranteed longevity.","[248416, 391685, 248431, 253392, 956188, 240799]","['248416', '391685', '248431', '253392', '956188', '240799']",6
493,Can you recommend a side mount for my AK rifle that provides genuine Russian quality and doesn't extend too far forward?,"[7120, 926875, 505556]","['7120', '926875', '505556']",3
